,flag_SF,same_srv_rate,dst_host_srv_count,logged_in,flag_S0,serror_rate,count,service_http,service_private,dst_host_count,class
15697,1,1.0,254,0,0,0.0,42,0,0,255,1
15698,0,1.0,1,0,0,0.0,1,0,1,255,0
15699,1,1.0,255,0,0,0.0,196,0,0,255,1
15700,1,1.0,123,0,0,0.0,1,0,0,1,0
15701,0,0.04,4,0,0,0.0,110,0,0,255,0
15702,1,1.0,90,0,0,0.0,1,0,0,2,0
15703,0,0.01,3,0,1,1.0,234,0,1,255,0
15704,0,0.02,22,0,0,0.0,104,0,1,255,0
15705,1,1.0,255,1,0,0.0,21,1,0,143,1
15706,1,1.0,35,0,0,0.0,1,0,0,2,0
15707,0,0.06,13,0,1,1.0,298,0,0,255,0
15708,1,1.0,255,1,0,0.0,4,1,0,5,1
15709,0,0.01,1,0,0,0.01,143,0,1,255,0
15710,0,0.05,13,0,1,1.0,246,0,0,255,0
15711,0,0.14,19,0,0,0.0,140,0,0,255,0
15712,0,0.18,24,0,1,1.0,133,0,0,255,0
15713,1,1.0,134,1,0,0.0,1,0,0,201,1
15714,1,1.0,255,1,0,0.0,5,1,0,32,1
15715,1,1.0,201,1,0,0.0,3,1,0,3,1
15716,0,0.04,6,0,1,1.0,171,1,0,255,0
15717,0,0.08,20,0,1,1.0,246,0,0,255,0
15718,1,1.0,35,1,0,0.0,1,0,0,93,1
15719,1,1.0,255,1,0,0.0,5,1,0,169,1
15720,0,0.06,14,0,1,1.0,243,0,0,255,0
15721,1,1.0,255,0,0,0.0,102,0,0,255,1
15722,1,1.0,125,1,0,0.0,23,0,0,255,1
15723,1,1.0,14,0,0,0.0,2,0,0,93,1
15724,1,1.0,255,1,0,0.0,2,1,0,255,1
15725,1,1.0,255,1,0,0.0,11,1,0,27,1
15726,1,0.33,3,0,0,0.0,3,0,0,255,1
15727,1,1.0,255,0,0,0.0,146,0,0,255,1
15728,1,1.0,255,1,0,0.0,1,1,0,8,1
15729,1,1.0,255,1,0,0.0,26,1,0,255,1
15730,1,1.0,247,1,0,0.0,1,0,0,50,1
15731,1,1.0,161,0,0,0.0,1,0,0,1,0
15732,1,1.0,97,1,0,0.0,1,0,0,117,1
15733,0,0.08,19,0,1,1.0,236,0,0,194,0
15734,0,0.02,4,0,1,1.0,259,0,0,255,0
15735,0,0.0,12,0,1,1.0,264,0,1,255,0
15736,0,0.06,14,0,1,1.0,217,0,1,255,0
15737,0,0.01,2,0,0,0.0,251,0,0,255,0
15738,0,0.02,19,0,1,1.0,90,0,1,255,0
15739,1,1.0,254,0,0,0.0,4,0,0,255,1
15740,0,1.0,160,0,0,0.0,1,1,0,3,1
15741,0,1.0,2,0,0,0.0,2,0,1,255,0
15742,0,0.02,11,0,1,1.0,288,0,1,255,0
15743,1,1.0,255,1,0,0.0,7,1,0,255,1
15744,1,1.0,255,1,0,0.0,22,1,0,255,1
15745,0,0.01,4,0,1,1.0,282,0,0,255,0
15746,1,1.0,255,1,0,0.0,5,1,0,13,1
15747,0,0.02,4,0,1,1.0,245,0,0,255,0
15748,0,0.32,62,0,1,1.0,31,0,0,255,0
15749,1,1.0,255,1,0,0.0,9,1,0,255,1
15750,1,1.0,255,1,0,0.0,2,1,0,255,1
15751,1,1.0,182,0,0,0.0,2,0,0,182,1
15752,0,0.1,19,0,0,0.0,190,0,0,255,0
15753,1,1.0,255,1,0,0.0,23,1,0,255,1
15754,1,1.0,255,1,0,0.0,12,1,0,217,1
15755,1,1.0,63,1,0,0.2,5,0,0,165,1
15756,0,0.05,11,0,1,1.0,219,0,1,255,0
15757,1,1.0,25,0,0,0.0,58,0,1,255,0
15758,1,1.0,255,1,0,0.0,2,1,0,255,1
15759,0,0.03,7,0,1,1.0,239,0,1,255,0
15760,1,1.0,160,1,0,0.0,2,1,0,2,1
15761,1,1.0,59,1,0,0.0,1,0,0,227,1
15762,0,0.09,20,0,1,1.0,212,0,1,255,0
15763,0,0.06,16,0,0,0.0,287,0,0,255,0
15764,0,0.21,54,0,1,1.0,67,0,0,255,0
15765,1,1.0,255,1,0,0.0,7,1,0,7,1
15766,1,1.0,247,0,0,0.0,235,0,0,255,1
15767,0,1.0,249,0,0,0.0,1,1,0,17,1
15768,1,1.0,255,0,0,0.0,111,0,0,255,1
15769,0,1.0,149,0,0,0.0,1,0,0,167,1
15770,0,0.03,8,0,1,1.0,250,0,0,255,0
15771,1,1.0,35,0,0,0.0,4,0,1,255,0
15772,1,1.0,12,1,0,0.0,2,0,0,89,1
15773,0,0.18,9,0,1,1.0,49,0,1,255,0
15774,1,1.0,253,1,0,0.0,1,1,0,2,1
15775,1,1.0,54,1,0,0.0,1,0,0,255,1
15776,1,1.0,69,0,0,0.0,511,0,0,255,0
15777,1,1.0,202,1,0,0.0,1,0,0,87,1
15778,1,0.11,28,0,0,0.0,35,0,0,255,1
15779,1,0.99,254,0,0,0.0,92,0,0,255,1
15780,1,1.0,1,0,0,0.0,1,0,0,41,1
15781,1,1.0,86,0,0,0.0,1,0,0,2,0
15782,1,1.0,24,0,0,0.0,1,0,0,124,1
15783,1,0.35,6,0,0,0.0,17,0,1,255,0
15784,1,1.0,3,0,0,0.0,1,0,0,255,1
15785,1,1.0,255,1,0,0.0,7,1,0,255,1
15786,1,1.0,255,1,0,0.0,5,1,0,148,1
15787,1,1.0,234,0,0,0.0,315,0,0,255,1
15788,0,0.07,20,0,1,1.0,300,0,0,255,0
15789,1,1.0,133,1,0,0.0,1,0,0,211,1
15790,0,1.0,2,0,0,0.0,2,0,1,196,0
15791,0,0.41,14,0,1,1.0,34,0,0,255,0
15792,0,0.1,26,0,1,1.0,145,0,1,255,0
15793,0,0.01,1,0,0,0.0,102,0,1,255,0
15794,1,1.0,118,1,0,0.0,3,0,0,255,1
15795,1,1.0,255,1,0,0.0,5,1,0,21,1
15796,1,1.0,208,0,0,0.0,2,0,0,168,1
15797,0,0.18,25,0,1,1.0,137,0,0,255,0
15798,0,0.03,2,0,1,1.0,238,0,0,255,0
15799,0,0.06,17,0,0,0.0,289,0,1,255,0
15800,1,1.0,18,0,0,0.0,2,0,0,173,1
15801,1,1.0,52,1,0,0.0,1,0,0,1,1
15802,0,0.04,11,0,1,1.0,256,0,0,255,0
15803,1,1.0,222,0,0,0.0,15,0,0,255,1
15804,1,1.0,255,1,0,0.0,7,1,0,191,1
15805,1,1.0,255,1,0,0.0,7,1,0,228,1
15806,0,0.07,1,0,1,1.0,131,0,1,255,0
15807,1,1.0,255,1,0,0.0,16,1,0,255,1
15808,1,1.0,61,0,0,0.0,2,0,0,151,1
15809,1,1.0,63,1,0,0.0,1,0,0,243,1
15810,0,0.0,1,0,1,1.0,220,0,0,255,0
15811,1,1.0,244,0,0,0.0,1,0,1,255,1
15812,0,0.05,15,0,1,1.0,120,0,1,255,0
15813,0,0.1,8,0,1,1.0,82,0,1,255,0
15814,0,0.06,5,0,1,1.0,249,0,1,255,0
15815,1,1.0,255,0,0,0.0,66,0,0,255,1
15816,0,0.4,26,0,0,0.0,15,0,1,255,0
15817,1,1.0,149,1,0,0.0,1,0,0,255,1
15818,1,1.0,95,1,0,0.0,2,0,0,197,1
15819,1,1.0,7,1,0,0.0,1,0,0,7,1
15820,0,0.02,4,0,1,1.0,266,0,0,255,0
15821,0,0.24,66,0,1,1.0,25,0,0,255,0
15822,0,0.06,17,0,1,1.0,294,0,0,255,0
15823,1,1.0,254,0,0,0.0,65,0,0,255,1
15824,0,0.14,19,0,1,1.0,135,0,0,255,0
15825,1,1.0,255,1,0,0.0,1,1,0,6,1
15826,1,1.0,255,1,0,0.0,7,1,0,30,1
15827,1,1.0,241,1,0,0.0,1,0,0,92,1
15828,1,1.0,110,1,0,0.0,1,0,0,125,1
15829,1,1.0,74,1,0,0.0,4,1,0,74,0
15830,1,1.0,4,0,0,0.0,1,0,1,5,1
15831,1,1.0,25,1,0,0.0,1,0,0,110,1
15832,1,1.0,255,1,0,0.0,1,1,0,255,1
15833,0,0.03,15,0,1,1.0,268,0,0,255,0
15834,0,0.03,15,0,1,1.0,259,0,0,255,0
15835,1,1.0,255,1,0,0.0,50,1,0,99,1
15836,0,0.03,3,0,0,0.0,103,0,0,255,0
15837,1,1.0,108,0,0,0.0,1,0,0,4,0
15838,1,1.0,125,1,0,0.0,1,0,0,6,1
15839,0,0.01,15,0,1,1.0,202,0,0,255,0
15840,0,1.0,2,0,0,0.0,1,0,1,64,0
15841,1,1.0,255,1,0,0.0,18,1,0,25,1
15842,0,0.0,1,0,0,0.1,324,0,0,255,0
15843,1,1.0,153,0,0,0.0,510,0,0,255,0
15844,0,0.19,12,0,1,1.0,90,0,1,255,0
15845,1,1.0,255,1,0,0.0,5,1,0,18,1
15846,1,1.0,255,1,0,0.0,7,1,0,149,1
15847,1,1.0,21,0,0,0.0,511,0,0,255,0
15848,1,1.0,28,1,0,0.0,1,0,0,40,1
15849,0,0.14,18,0,1,1.0,76,0,1,255,0
15850,0,0.05,11,0,0,0.0,232,0,0,255,0
15851,0,0.24,9,0,1,1.0,37,0,0,255,0
15852,1,1.0,255,1,0,0.0,3,1,0,255,1
15853,0,0.08,15,0,1,1.0,177,0,0,255,0
15854,0,0.1,12,0,1,1.0,125,0,1,255,0
15855,0,0.29,24,0,1,1.0,84,0,1,255,0
15856,1,1.0,255,1,0,0.0,41,1,0,255,1
15857,1,1.0,23,0,0,0.0,1,0,0,30,1
15858,1,1.0,255,1,0,0.0,42,1,0,255,1
15859,0,0.11,14,0,0,0.0,122,0,1,255,0
15860,1,0.25,18,0,0,0.0,4,0,0,255,1
15861,0,0.02,6,0,0,0.0,254,1,0,255,0
15862,0,1.0,75,0,0,0.0,1,1,0,6,1
15863,1,1.0,67,1,0,0.0,1,0,0,100,1
15864,0,0.04,11,0,1,1.0,245,0,0,255,0
15865,1,1.0,255,1,0,0.0,5,1,0,5,1
15866,1,1.0,255,1,0,0.0,11,1,0,11,1
15867,1,1.0,41,0,0,0.0,1,0,0,3,0
15868,1,1.0,255,1,0,0.0,2,1,0,59,1
15869,1,1.0,178,0,0,0.0,1,0,0,1,0
15870,0,0.33,6,0,1,1.0,12,0,1,255,0
15871,1,1.0,247,0,0,0.0,75,0,0,255,1
15872,1,1.0,187,1,0,0.0,1,0,0,135,1
15873,0,0.15,9,0,1,1.0,107,0,1,255,0
15874,0,0.13,18,0,1,1.0,141,0,0,255,0
15875,1,1.0,255,1,0,0.0,16,1,0,16,1
15876,1,1.0,255,1,0,0.0,6,1,0,72,1
15877,1,1.0,255,1,0,0.0,1,1,0,2,1
15878,0,0.04,10,0,1,1.0,261,0,0,255,0
15879,1,0.5,5,1,0,0.0,2,0,0,29,1
15880,0,1.0,2,0,0,0.0,2,0,1,255,0
15881,1,1.0,255,1,0,0.0,9,1,0,255,1
15882,1,1.0,13,0,0,0.0,1,0,0,1,0
15883,0,0.1,2,0,1,0.62,193,0,1,255,0
15884,0,0.08,9,0,1,1.0,110,0,0,255,0
15885,1,1.0,255,1,0,0.0,4,1,0,30,1
15886,0,0.08,17,0,1,1.0,201,0,0,255,0
15887,1,1.0,46,1,0,0.0,7,0,0,137,1
15888,1,1.0,255,1,0,0.0,7,1,0,7,1
15889,1,1.0,255,1,0,0.0,6,1,0,255,1
15890,0,0.09,20,0,1,1.0,229,0,0,255,0
15891,0,0.14,6,0,1,1.0,43,0,0,255,0
15892,1,1.0,255,1,0,0.0,5,1,0,142,1
15893,0,0.05,17,0,1,1.0,166,0,1,255,0
15894,0,0.02,4,0,0,0.0,227,1,0,255,0
15895,0,0.02,6,0,1,1.0,268,0,0,255,0
15896,1,1.0,255,1,0,0.0,10,1,0,255,1
15897,1,1.0,37,1,0,0.0,1,0,0,255,1
15898,1,1.0,255,1,0,0.0,5,1,0,5,1
15899,0,0.03,6,0,0,0.0,227,0,1,255,0
15900,0,0.09,31,0,1,1.0,117,0,1,255,0
15901,1,1.0,166,1,0,0.0,1,0,0,168,1
15902,1,1.0,108,0,0,0.0,1,0,0,2,0
15903,0,0.14,16,0,0,0.0,117,0,1,255,0
15904,1,1.0,44,0,0,0.0,1,0,0,255,1
15905,1,1.0,255,1,0,0.0,29,1,0,255,1
15906,0,1.0,1,0,0,0.0,1,0,1,7,0
15907,1,1.0,80,0,0,0.0,1,0,0,4,0
15908,1,1.0,74,1,0,0.0,1,0,0,246,0
15909,1,1.0,255,1,0,0.0,13,1,0,43,1
15910,1,1.0,255,1,0,0.0,38,1,0,255,1
15911,0,0.04,6,0,1,1.0,257,0,0,255,0
15912,0,0.02,2,0,1,1.0,118,0,1,255,0
15913,0,0.07,17,0,1,1.0,248,0,0,255,0
15914,0,0.1,14,0,1,1.0,115,0,1,255,0
15915,1,1.0,255,1,0,0.0,3,1,0,227,1
15916,1,1.0,180,0,0,0.0,125,0,0,245,1
15917,1,1.0,255,1,0,0.0,7,1,0,7,1
15918,0,0.03,9,0,1,1.0,267,0,1,255,0
15919,0,0.09,24,0,1,1.0,269,0,0,255,0
15920,0,1.0,54,0,1,1.0,12,0,0,94,0
15921,0,0.19,3,0,0,0.0,101,0,1,255,0
15922,0,0.0,1,0,0,0.14,511,0,0,255,0
15923,1,1.0,26,0,0,0.0,1,0,0,2,0
15924,0,0.07,20,0,1,1.0,278,0,0,255,0
15925,1,1.0,255,1,0,0.0,6,1,0,255,1
15926,1,1.0,255,1,0,0.0,7,1,0,23,1
15927,1,1.0,255,1,0,0.0,22,1,0,255,1
15928,1,1.0,255,1,0,0.0,1,1,0,1,1
15929,1,0.5,81,1,0,0.0,2,0,0,36,1
15930,1,1.0,100,1,0,0.0,1,0,0,110,1
15931,1,1.0,1,1,0,0.0,1,0,0,1,0
15932,0,0.04,10,0,1,1.0,134,0,1,255,0
15933,1,1.0,27,1,0,0.0,1,0,0,70,1
15934,0,0.02,2,0,1,1.0,124,0,0,255,0
15935,1,1.0,255,1,0,0.0,10,1,0,10,1
15936,0,0.06,1,0,1,1.0,229,0,1,255,0
15937,1,1.0,255,0,0,0.0,1,0,0,2,0
15938,0,1.0,1,0,0,1.0,1,0,1,200,0
15939,1,1.0,255,1,0,0.0,12,1,0,132,1
15940,0,0.14,17,0,1,1.0,119,0,0,255,0
15941,0,0.05,10,0,1,1.0,203,0,0,255,0
15942,0,0.04,8,0,1,1.0,280,0,1,255,0
15943,1,1.0,225,1,0,0.0,1,0,0,122,1
15944,0,0.11,7,0,1,1.0,126,0,1,255,0
15945,1,1.0,255,1,0,0.17,6,1,0,136,1
15946,0,0.01,20,0,1,1.0,233,0,0,255,0
15947,1,1.0,2,0,0,0.0,1,0,0,255,1
15948,0,0.11,11,0,1,1.0,96,0,1,255,0
15949,1,1.0,255,1,0,0.0,1,1,0,52,1
15950,0,0.2,18,0,1,1.0,87,0,1,255,0
15951,1,1.0,255,1,0,0.0,1,1,0,16,1
15952,1,1.0,106,1,0,0.0,17,0,0,216,1
15953,1,1.0,134,1,0,0.0,1,0,0,255,0
15954,1,1.0,255,1,0,0.0,44,1,0,255,1
15955,0,0.02,16,0,1,1.0,273,0,0,255,0
15956,0,1.0,255,0,0,0.07,15,1,0,37,1
15957,1,1.0,255,1,0,0.0,5,1,0,223,1
15958,1,1.0,254,0,0,0.0,117,0,0,255,1
15959,1,1.0,255,1,0,0.0,16,1,0,16,1
15960,0,0.04,5,0,1,1.0,117,0,0,255,0
15961,1,1.0,102,1,0,0.0,5,1,0,115,1
15962,1,1.0,254,0,0,0.0,234,0,0,255,1
15963,0,0.08,23,0,1,1.0,283,1,0,255,0
15964,0,0.12,5,0,1,1.0,138,0,0,255,0
15965,1,1.0,40,1,0,0.0,1,1,0,41,1
15966,1,1.0,255,1,0,0.0,1,1,0,9,1
15967,0,0.12,17,0,0,0.0,147,0,1,255,0
15968,0,0.06,13,0,1,1.0,224,0,0,255,0
15969,1,1.0,255,1,0,0.0,9,1,0,169,1
15970,1,1.0,255,1,0,0.0,17,1,0,255,1
15971,0,0.1,14,0,1,1.0,124,0,1,255,0
15972,1,1.0,199,1,0,0.0,17,1,0,17,1
15973,1,1.0,255,1,0,0.0,2,1,0,255,1
15974,1,1.0,254,0,0,0.0,171,0,0,255,1
15975,0,1.0,10,1,0,1.0,1,1,0,10,1
15976,1,1.0,119,0,0,0.0,511,0,0,255,0
15977,1,1.0,255,1,0,0.0,7,1,0,7,1
15978,1,1.0,113,0,0,0.0,511,0,0,255,0
15979,0,0.03,7,0,1,1.0,264,0,0,255,0
15980,0,0.02,6,0,0,0.0,266,0,0,255,0
15981,0,0.01,1,0,0,0.1,197,0,1,255,0
15982,0,0.04,9,0,0,0.0,237,0,0,255,0
15983,1,1.0,5,0,0,0.0,5,0,1,208,0
15984,0,0.03,7,0,1,1.0,205,0,1,146,0
15985,1,1.0,13,0,0,0.0,1,0,0,75,1
15986,1,1.0,255,1,0,0.0,30,1,0,130,1
15987,1,1.0,255,1,0,0.0,26,1,0,255,1
15988,1,1.0,255,1,0,0.0,15,1,0,255,1
15989,1,1.0,255,1,0,0.0,25,1,0,255,1
15990,1,1.0,255,1,0,0.0,10,1,0,214,1
15991,1,0.67,2,0,0,0.0,3,0,0,255,1
15992,1,1.0,129,0,0,0.0,1,0,0,2,0
15993,0,1.0,2,0,0,0.0,2,0,1,255,0
15994,0,0.14,6,0,1,1.0,104,0,1,255,0
15995,1,1.0,255,1,0,0.0,12,1,0,255,1
15996,1,1.0,3,1,0,0.0,1,0,0,180,1
15997,0,0.02,2,0,0,0.0,107,0,0,255,0
15998,0,1.0,1,0,0,0.0,1,0,0,141,0
15999,0,1.0,1,0,0,0.0,1,0,1,255,0
16000,0,1.0,255,0,0,0.0,2,1,0,217,1
16001,1,1.0,254,0,0,0.0,94,0,0,255,1
16002,1,1.0,255,1,0,0.0,32,1,0,255,1
16003,1,1.0,235,1,0,0.0,2,1,0,255,1
16004,0,0.1,13,0,1,1.0,115,0,0,255,0
16005,0,0.07,2,0,1,1.0,149,0,0,255,0
16006,0,0.0,1,0,1,1.0,236,0,0,255,0
16007,1,1.0,152,1,0,0.0,1,0,0,159,1
16008,0,1.0,19,1,0,0.0,4,1,0,19,0
16009,1,1.0,255,1,0,0.0,3,1,0,209,1
16010,0,0.03,15,0,1,1.0,239,0,0,255,0
16011,1,1.0,154,1,0,0.0,1,0,0,34,1
16012,1,1.0,207,0,0,0.0,457,0,0,207,0
16013,1,1.0,105,1,0,0.0,2,1,0,105,0
16014,1,0.25,7,0,0,0.0,28,0,1,255,0
16015,0,1.0,8,0,1,1.0,1,0,0,1,0
16016,0,1.0,255,0,1,0.5,2,1,0,255,1
16017,0,0.02,5,0,0,0.0,209,0,0,255,0
16018,1,0.99,241,0,0,0.0,71,0,0,255,1
16019,1,1.0,67,0,0,0.0,1,0,0,152,1
16020,1,1.0,255,1,0,0.0,14,1,0,255,1
16021,0,0.01,1,0,1,1.0,116,0,0,255,0
16022,1,1.0,143,1,0,0.0,5,1,0,150,1
16023,1,1.0,255,1,0,0.0,4,1,0,255,1
16024,0,0.06,19,0,1,1.0,298,0,0,255,0
16025,1,1.0,16,0,0,0.0,510,0,0,161,0
16026,1,1.0,9,0,0,0.0,9,0,1,255,0
16027,0,0.03,8,0,1,1.0,267,0,1,255,0
16028,0,0.25,47,0,1,1.0,64,0,0,255,0
16029,1,1.0,89,0,0,0.0,1,0,0,1,0
16030,1,1.0,253,0,0,0.0,2,0,1,255,1
16031,1,1.0,26,1,0,0.0,1,0,0,255,1
16032,1,1.0,24,0,0,0.0,1,0,0,186,1
16033,0,0.13,24,0,1,1.0,188,0,1,255,0
16034,0,0.0,1,0,0,0.08,444,0,0,255,0
16035,0,0.05,6,0,1,1.0,120,0,1,255,0
16036,0,0.01,4,0,1,1.0,292,0,0,255,0
16037,0,0.08,4,0,1,1.0,118,0,0,255,0
16038,1,1.0,8,0,0,0.0,1,0,0,41,1
16039,1,1.0,189,0,0,0.0,189,0,0,255,0
16040,0,0.06,19,0,1,1.0,127,0,0,255,0
16041,0,0.1,6,0,1,1.0,135,0,1,239,0
16042,1,1.0,20,1,0,0.0,4,1,0,9,1
16043,0,0.12,18,0,0,0.0,147,0,0,255,0
16044,1,1.0,10,1,0,0.0,2,0,0,21,1
16045,0,0.05,13,0,0,0.0,283,0,0,255,0
16046,1,1.0,255,1,0,0.0,20,1,0,255,1
16047,1,1.0,119,1,0,0.0,5,0,0,255,1
16048,0,0.06,7,0,0,0.0,137,0,0,255,0
16049,1,1.0,255,1,0,0.0,14,1,0,255,1
16050,1,1.0,115,1,0,0.0,1,0,0,140,1
16051,0,0.0,1,0,0,0.09,508,0,0,255,0
16052,1,1.0,23,1,0,0.0,1,0,0,255,1
16053,1,1.0,123,1,0,0.0,1,0,0,14,1
16054,0,0.07,13,0,0,0.0,176,0,0,255,0
16055,0,0.03,4,0,1,1.0,144,0,0,255,0
16056,1,1.0,255,1,0,0.0,1,1,0,2,1
16057,1,1.0,131,0,0,0.0,1,0,0,39,1
16058,1,1.0,255,1,0,0.0,2,1,0,2,1
16059,1,1.0,13,0,0,0.0,1,0,0,1,0
16060,1,0.48,91,0,0,0.52,191,0,1,255,0
16061,0,0.0,1,0,0,0.16,511,0,0,255,0
16062,1,1.0,110,1,0,0.0,3,0,0,255,1
16063,1,1.0,10,1,0,0.0,1,1,0,3,1
16064,1,1.0,12,1,0,0.0,1,0,0,1,0
16065,0,0.04,10,0,1,1.0,247,0,0,255,0
16066,1,1.0,129,0,0,0.0,1,0,0,1,0
16067,0,0.45,10,0,1,1.0,22,0,0,255,0
16068,0,0.02,5,0,1,1.0,256,0,0,255,0
16069,0,0.09,29,0,1,1.0,110,0,0,255,0
16070,1,1.0,223,1,0,0.0,4,1,0,255,1
16071,0,0.26,34,0,1,1.0,53,1,0,133,0
16072,1,1.0,255,1,0,0.0,4,1,0,41,1
16073,0,0.08,30,0,1,1.0,217,0,1,255,0
16074,1,0.33,56,0,0,0.0,33,0,1,255,0
16075,1,1.0,236,0,0,0.0,1,0,0,255,1
16076,1,0.08,1,1,0,0.08,12,0,0,219,1
16077,0,0.08,3,0,1,1.0,218,0,1,255,0
16078,1,0.99,246,0,0,0.0,78,0,0,255,1
16079,0,0.07,5,0,1,1.0,292,0,0,255,0
16080,0,1.0,145,0,1,0.5,2,0,0,156,1
16081,0,1.0,1,0,0,1.0,1,0,1,181,0
16082,1,1.0,231,1,0,0.0,7,1,0,27,1
16083,1,1.0,255,1,0,0.0,3,1,0,85,1
16084,1,1.0,255,0,0,0.0,277,0,0,255,0
16085,1,1.0,14,0,0,0.0,1,0,0,1,0
16086,0,1.0,255,0,0,0.0,1,1,0,51,1
16087,1,1.0,255,1,0,0.0,12,1,0,164,1
16088,1,1.0,255,1,0,0.0,30,1,0,255,1
16089,1,1.0,255,0,0,0.0,125,0,0,255,1
16090,1,1.0,39,0,0,0.0,4,0,0,79,1
16091,0,1.0,7,0,0,0.0,1,1,0,2,1
16092,0,0.01,17,0,1,1.0,258,0,1,255,0
16093,0,0.25,39,0,1,1.0,48,0,0,255,0
16094,1,1.0,235,0,0,0.0,2,0,1,255,1
16095,0,0.25,8,0,1,1.0,4,0,1,255,0
16096,1,1.0,254,0,0,0.0,131,0,0,255,1
16097,1,1.0,255,0,0,0.0,1,0,0,1,0
16098,0,1.0,140,0,1,1.0,20,0,0,82,0
16099,1,1.0,255,1,0,0.0,1,1,0,1,1
16100,0,0.4,20,0,1,1.0,50,0,1,255,0
16101,1,1.0,255,1,0,0.0,3,1,0,43,1
16102,0,0.02,6,0,1,1.0,241,0,0,255,0
16103,1,1.0,255,1,0,0.0,4,1,0,255,1
16104,1,1.0,244,0,0,0.0,511,0,0,255,0
16105,1,1.0,255,1,0,0.0,6,1,0,255,1
16106,0,0.02,2,0,1,1.0,246,0,0,255,0
16107,1,1.0,254,1,0,0.0,1,1,0,255,1
16108,0,0.04,7,0,0,0.0,179,0,0,255,0
16109,1,1.0,255,1,0,0.0,19,1,0,23,1
16110,1,1.0,255,1,0,0.0,8,1,0,125,1
16111,1,1.0,254,0,0,0.0,251,0,0,255,1
16112,1,1.0,108,0,0,0.0,108,0,0,255,0
16113,1,1.0,255,1,0,0.0,35,1,0,255,1
16114,1,1.0,239,1,0,0.0,3,1,0,255,1
16115,1,1.0,255,1,0,0.0,1,1,0,255,1
16116,1,1.0,254,0,0,0.0,212,0,0,255,1
16117,1,1.0,216,0,0,0.0,511,0,0,255,0
16118,0,0.1,5,0,1,1.0,145,0,1,255,0
16119,1,1.0,255,1,0,0.0,2,1,0,166,1
16120,0,0.13,36,0,1,1.0,102,0,1,255,0
16121,1,1.0,255,1,0,0.0,5,1,0,15,1
16122,1,0.99,254,0,0,0.0,141,0,0,255,1
16123,0,1.0,2,0,0,0.0,2,0,1,255,0
16124,1,1.0,255,1,0,0.0,1,1,0,255,1
16125,0,0.09,20,0,1,1.0,223,0,0,255,0
16126,0,0.09,15,0,0,0.0,170,0,1,255,0
16127,0,0.5,1,0,0,0.0,2,0,0,255,0
16128,1,1.0,2,0,0,0.0,2,0,0,20,1
16129,1,1.0,255,1,0,0.0,27,1,0,255,1
16130,1,1.0,255,1,0,0.0,2,1,0,62,1
16131,0,0.03,1,0,0,0.16,38,0,1,255,0
16132,0,0.12,14,0,1,1.0,112,0,1,255,0
16133,0,0.07,17,0,1,1.0,231,0,0,255,0
16134,1,1.0,254,0,0,0.0,11,0,0,255,1
16135,1,1.0,255,1,0,0.0,1,1,0,16,1
16136,1,1.0,55,1,0,0.0,2,0,0,22,1
16137,0,0.02,3,0,1,1.0,259,0,1,255,0
16138,0,0.11,12,0,1,1.0,113,0,1,255,0
16139,1,1.0,255,1,0,0.0,40,1,0,41,1
16140,1,1.0,255,1,0,0.0,15,1,0,255,1
16141,0,0.23,40,0,1,1.0,73,0,0,155,0
16142,1,1.0,255,1,0,0.0,49,1,0,52,1
16143,1,1.0,255,1,0,0.17,6,1,0,255,1
16144,1,1.0,89,1,0,0.0,1,0,0,37,1
16145,1,1.0,31,1,0,0.0,1,0,0,4,0
16146,1,1.0,81,1,0,0.0,3,0,0,255,1
16147,0,0.01,3,0,1,1.0,209,0,0,255,0
16148,1,1.0,16,0,0,0.0,1,0,0,16,1
16149,1,1.0,255,1,0,0.0,1,1,0,72,1
16150,1,1.0,255,1,0,0.0,13,1,0,64,1
16151,0,0.0,29,0,1,1.0,201,0,1,255,0
16152,1,1.0,233,0,0,0.0,314,0,0,255,1
16153,0,0.0,1,0,1,1.0,259,0,0,255,0
16154,0,0.07,8,0,1,1.0,121,0,1,255,0
16155,1,1.0,255,1,0,0.0,1,1,0,23,1
16156,0,0.0,1,0,1,1.0,201,0,0,255,0
16157,1,1.0,42,1,0,0.0,1,0,0,150,1
16158,1,1.0,2,1,0,0.0,2,1,0,2,1
16159,1,1.0,59,1,0,0.0,1,0,0,255,1
16160,1,1.0,14,0,0,0.0,1,0,0,77,1
16161,1,1.0,255,1,0,0.0,10,1,0,255,1
16162,1,1.0,255,1,0,0.0,20,1,0,255,1
16163,1,1.0,68,0,0,0.0,480,0,0,68,0
16164,0,1.0,255,1,0,0.0,8,1,0,116,1
16165,1,1.0,255,1,0,0.0,6,1,0,6,1
16166,1,1.0,255,1,0,0.0,5,1,0,255,1
16167,0,0.01,2,0,0,0.0,389,0,1,255,0
16168,1,1.0,33,1,0,0.0,1,0,0,255,1
16169,0,0.04,9,0,1,1.0,252,0,1,255,0
16170,0,0.06,10,0,0,0.0,176,0,0,255,0
16171,1,1.0,85,1,0,0.0,2,0,0,33,1
16172,1,1.0,255,1,0,0.0,3,1,0,46,1
16173,1,1.0,1,0,0,0.0,1,0,0,255,1
16174,1,1.0,251,0,0,0.0,319,0,0,255,1
16175,1,1.0,255,1,0,0.0,11,1,0,55,1
16176,1,1.0,255,1,0,0.0,10,1,0,78,1
